,ghsa_id,cve_id,url,html_url,summary,description,type,severity,repository_advisory_url,source_code_location,identifiers_0_value,identifiers_0_type,identifiers_1_value,identifiers_1_type,references,published_at,updated_at,github_reviewed_at,nvd_published_at,withdrawn_at,vulnerabilities_0_package_ecosystem,vulnerabilities_0_package_name,vulnerabilities_0_vulnerable_version_range,vulnerabilities_0_first_patched_version,vulnerabilities_0_vulnerable_functions,cvss_vector_string,cvss_score,cwes_0_cwe_id,cwes_0_name,credits,vulnerabilities_1_package_ecosystem,vulnerabilities_1_package_name,vulnerabilities_1_vulnerable_version_range,vulnerabilities_1_first_patched_version,vulnerabilities_1_vulnerable_functions,vulnerabilities_2_package_ecosystem,vulnerabilities_2_package_name,vulnerabilities_2_vulnerable_version_range,vulnerabilities_2_first_patched_version,vulnerabilities_2_vulnerable_functions,vulnerabilities_3_package_ecosystem,vulnerabilities_3_package_name,vulnerabilities_3_vulnerable_version_range,vulnerabilities_3_first_patched_version,vulnerabilities_3_vulnerable_functions,cwes_1_cwe_id,cwes_1_name,cwes,vulnerabilities_4_package_ecosystem,vulnerabilities_4_package_name,vulnerabilities_4_vulnerable_version_range,vulnerabilities_4_first_patched_version,vulnerabilities_4_vulnerable_functions,vulnerabilities_5_package_ecosystem,vulnerabilities_5_package_name,vulnerabilities_5_vulnerable_version_range,vulnerabilities_5_first_patched_version,vulnerabilities_5_vulnerable_functions,vulnerabilities_6_package_ecosystem,vulnerabilities_6_package_name,vulnerabilities_6_vulnerable_version_range,vulnerabilities_6_first_patched_version,vulnerabilities_6_vulnerable_functions,vulnerabilities_7_package_ecosystem,vulnerabilities_7_package_name,vulnerabilities_7_vulnerable_version_range,vulnerabilities_7_first_patched_version,vulnerabilities_7_vulnerable_functions,vulnerabilities_8_package_ecosystem,vulnerabilities_8_package_name,vulnerabilities_8_vulnerable_version_range,vulnerabilities_8_first_patched_version,vulnerabilities_8_vulnerable_functions,vulnerabilities_9_package_ecosystem,vulnerabilities_9_package_name,vulnerabilities_9_vulnerable_version_range,vulnerabilities_9_first_patched_version,vulnerabilities_9_vulnerable_functions,cwes_2_cwe_id,cwes_2_name,vulnerabilities_10_package_ecosystem,vulnerabilities_10_package_name,vulnerabilities_10_vulnerable_version_range,vulnerabilities_10_first_patched_version,vulnerabilities_10_vulnerable_functions,vulnerabilities_11_package_ecosystem,vulnerabilities_11_package_name,vulnerabilities_11_vulnerable_version_range,vulnerabilities_11_first_patched_version,vulnerabilities_11_vulnerable_functions,vulnerabilities_12_package_ecosystem,vulnerabilities_12_package_name,vulnerabilities_12_vulnerable_version_range,vulnerabilities_12_first_patched_version,vulnerabilities_12_vulnerable_functions,vulnerabilities_2_vulnerable_functions_0,cwes_3_cwe_id,cwes_3_name,cwes_4_cwe_id,cwes_4_name,vulnerabilities_13_package_ecosystem,vulnerabilities_13_package_name,vulnerabilities_13_vulnerable_version_range,vulnerabilities_13_first_patched_version,vulnerabilities_13_vulnerable_functions,vulnerabilities_14_package_ecosystem,vulnerabilities_14_package_name,vulnerabilities_14_vulnerable_version_range,vulnerabilities_14_first_patched_version,vulnerabilities_14_vulnerable_functions
1140,GHSA-4gmg-gwjh-3mmr,CVE-2016-1927,https://api.github.com/advisories/GHSA-4gmg-gwjh-3mmr,https://github.com/advisories/GHSA-4gmg-gwjh-3mmr,phpMyAdmin Cryptographic Vulnerability,,reviewed,high,,,GHSA-4gmg-gwjh-3mmr,GHSA,CVE-2016-1927,CVE,,2022-05-17T03:43:03Z,2023-07-31T22:49:39Z,2023-07-31T22:49:37Z,2016-02-20T01:59:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.0, < 4.0.10.13",4.0.10.13,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,,,,composer,phpmyadmin/phpmyadmin,">= 4.4, < 4.4.15.3",4.4.15.3,[],composer,phpmyadmin/phpmyadmin,">= 4.5, < 4.5.4",4.5.4,[],,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,GHSA-7ghm-fp7p-qvjq,CVE-2016-9188,https://api.github.com/advisories/GHSA-7ghm-fp7p-qvjq,https://github.com/advisories/GHSA-7ghm-fp7p-qvjq,Moodle XSS Vulnerability,,reviewed,medium,,,GHSA-7ghm-fp7p-qvjq,GHSA,CVE-2016-9188,CVE,,2022-05-17T03:38:33Z,2023-09-12T16:51:51Z,2023-07-31T23:03:12Z,2016-11-04T10:59:00Z,,composer,moodle/moodle,">= 2.0.1, <= 3.2.1",,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,GHSA-w2xx-jp9f-gp8g,CVE-2015-3397,https://api.github.com/advisories/GHSA-w2xx-jp9f-gp8g,https://github.com/advisories/GHSA-w2xx-jp9f-gp8g,Yii Framework Cross-site Scripting Vulnerability,,reviewed,medium,,,GHSA-w2xx-jp9f-gp8g,GHSA,CVE-2015-3397,CVE,,2022-05-17T03:30:00Z,2023-08-03T21:58:51Z,2023-08-03T21:58:50Z,2015-05-14T00:59:00Z,,composer,yiisoft/yii2,< 2.0.4,2.0.4,[],,,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,GHSA-6fw8-vf2x-4wpm,CVE-2015-3935,https://api.github.com/advisories/GHSA-6fw8-vf2x-4wpm,https://github.com/advisories/GHSA-6fw8-vf2x-4wpm,Dolibarr ERP and CRM contain Cross-site Scripting Vulnerability,,reviewed,medium,,,GHSA-6fw8-vf2x-4wpm,GHSA,CVE-2015-3935,CVE,,2022-05-17T03:29:57Z,2023-08-03T21:41:24Z,2023-08-03T21:41:23Z,2015-06-10T14:59:00Z,,composer,dolibarr/dolibarr,">= 3.5.0, < 3.5.8",3.5.8,[],,,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,GHSA-g97c-jfx6-xvxh,CVE-2015-8125,https://api.github.com/advisories/GHSA-g97c-jfx6-xvxh,https://github.com/advisories/GHSA-g97c-jfx6-xvxh,Symfony Vulnerable to Timing Attack,,reviewed,high,,,GHSA-g97c-jfx6-xvxh,GHSA,CVE-2015-8125,CVE,,2022-05-17T03:25:24Z,2023-08-03T21:48:27Z,2023-08-03T21:48:26Z,2015-12-07T20:59:00Z,,composer,symfony/symfony,">= 2.3.0, < 2.3.35",2.3.35,[],,,CWE-208,Observable Timing Discrepancy,,composer,symfony/symfony,">= 2.6.0, < 2.6.12",2.6.12,[],composer,symfony/symfony,">= 2.7.0, < 2.7.7",2.7.7,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,GHSA-jqmr-wqgp-8mh2,CVE-2014-4986,https://api.github.com/advisories/GHSA-jqmr-wqgp-8mh2,https://github.com/advisories/GHSA-jqmr-wqgp-8mh2,phpMyAdmin cross-site scripting Vulnerability in Table or Column Names,,reviewed,low,,,GHSA-jqmr-wqgp-8mh2,GHSA,CVE-2014-4986,CVE,,2022-05-17T03:20:58Z,2023-08-16T23:00:33Z,2023-08-16T23:00:32Z,2014-07-20T11:12:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.0.0, < 4.0.10.1",4.0.10.1,[],,,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,composer,phpmyadmin/phpmyadmin,">= 4.1.0, < 4.1.14.2",4.1.14.2,[],composer,phpmyadmin/phpmyadmin,">= 4.2.0, < 4.2.6",4.2.6,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,GHSA-v6fh-vg22-r6cm,CVE-2015-6830,https://api.github.com/advisories/GHSA-v6fh-vg22-r6cm,https://github.com/advisories/GHSA-v6fh-vg22-r6cm,phpMyAdmin ReCaptcha bypass,,reviewed,medium,,,GHSA-v6fh-vg22-r6cm,GHSA,CVE-2015-6830,CVE,,2022-05-17T03:18:28Z,2023-08-03T21:42:52Z,2023-08-03T21:42:49Z,2015-09-14T01:59:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.3.0, < 4.3.13.2",4.3.13.2,[],,,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor,,composer,phpmyadmin/phpmyadmin,">= 4.4.0, < 4.4.14.1",4.4.14.1,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,GHSA-xp8p-9rq5-4wgv,CVE-2015-5161,https://api.github.com/advisories/GHSA-xp8p-9rq5-4wgv,https://github.com/advisories/GHSA-xp8p-9rq5-4wgv,ZendXml and Zend Framework contain XXE and XEE Vulnerabilities,,reviewed,medium,,,GHSA-xp8p-9rq5-4wgv,GHSA,CVE-2015-5161,CVE,,2022-05-17T03:16:37Z,2023-08-03T21:53:48Z,2023-08-03T21:53:46Z,2015-08-25T17:59:00Z,,composer,zendframework/zendframework,< 1.12.14,1.12.14,[],,,CWE-611,Improper Restriction of XML External Entity Reference,,composer,zendframework/zendframework,">= 2.0.0, < 2.4.6",2.4.6,[],composer,zendframework/zendframework,">= 2.5.0, < 2.5.2",2.5.2,[],composer,zendframework/zendxml,< 1.0.1,1.0.1,[],CWE-776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,GHSA-p632-5w74-x8xx,CVE-2013-5002,https://api.github.com/advisories/GHSA-p632-5w74-x8xx,https://github.com/advisories/GHSA-p632-5w74-x8xx,phpMyAdmin Cross-site scripting (XSS) vulnerability via pageNumber value ,,reviewed,low,,,GHSA-p632-5w74-x8xx,GHSA,CVE-2013-5002,CVE,,2022-05-17T03:12:55Z,2023-08-29T18:15:54Z,2023-08-29T18:15:52Z,2013-07-31T13:20:00Z,,composer,phpmyadmin/phpmyadmin,">= 3.5, < 3.5.8.2",3.5.8.2,[],,,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,composer,phpmyadmin/phpmyadmin,">= 4.0, < 4.0.4.2",4.0.4.2,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,GHSA-838c-v5cq-hp33,CVE-2013-7079,https://api.github.com/advisories/GHSA-838c-v5cq-hp33,https://github.com/advisories/GHSA-838c-v5cq-hp33,TYPO3 OpenID extension Open redirect vulnerability,,reviewed,medium,,https://github.com/FriendsOfTYPO3/openid,GHSA-838c-v5cq-hp33,GHSA,CVE-2013-7079,CVE,,2022-05-17T03:12:49Z,2023-08-28T23:45:22Z,2023-08-28T23:45:20Z,2013-12-23T23:55:00Z,,composer,friendsoftypo3/openid,">= 4.5.0, < 4.5.31",4.5.31,[],,,CWE-20,Improper Input Validation,,composer,friendsoftypo3/openid,">= 4.7.0, < 4.7.16",4.7.16,[],composer,friendsoftypo3/openid,">= 6.0.0, < 6.0.11",6.0.11,[],composer,friendsoftypo3/openid,">= 6.1.0, < 6.1.6",6.1.6,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,GHSA-qmqw-mpqp-mr54,CVE-2015-4050,https://api.github.com/advisories/GHSA-qmqw-mpqp-mr54,https://github.com/advisories/GHSA-qmqw-mpqp-mr54,Symfony Incorrect Access Control,,reviewed,medium,,,GHSA-qmqw-mpqp-mr54,GHSA,CVE-2015-4050,CVE,,2022-05-17T03:11:51Z,2023-08-03T21:47:37Z,2023-08-03T21:47:36Z,2015-06-02T14:59:00Z,,composer,symfony/symfony,">= 2.3.19, <= 2.3.28",2.3.29,[],,,CWE-284,Improper Access Control,,composer,symfony/symfony,">= 2.4.0, <= 2.5.11",2.5.12,[],composer,symfony/symfony,">= 2.6.0, <= 2.6.7",2.6.8,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,GHSA-jxg5-35fj-ccwf,CVE-2016-5091,https://api.github.com/advisories/GHSA-jxg5-35fj-ccwf,https://github.com/advisories/GHSA-jxg5-35fj-ccwf,Extbase for TYPO3 allows RCE,,reviewed,high,,,GHSA-jxg5-35fj-ccwf,GHSA,CVE-2016-5091,CVE,,2022-05-17T03:02:43Z,2023-07-31T21:01:25Z,2023-07-31T21:01:24Z,2017-01-23T21:59:00Z,,composer,typo3/cms-extbase,< 6.2.24,6.2.24,[],CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,8.1,,,,composer,typo3/cms-extbase,">= 7.0, < 7.6.8",7.6.8,[],composer,typo3/cms-extbase,= 8.1.1,,[],,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,GHSA-hq38-v658-g3wp,CVE-2017-5605,https://api.github.com/advisories/GHSA-hq38-v658-g3wp,https://github.com/advisories/GHSA-hq38-v658-g3wp,XMPP Clients User Impersonation Vulnerability in Movim Moxl,,reviewed,medium,,,GHSA-hq38-v658-g3wp,GHSA,CVE-2017-5605,CVE,,2022-05-17T02:57:30Z,2023-07-07T19:59:04Z,2023-07-07T19:59:03Z,2017-02-09T20:59:00Z,,composer,movim/moxl,">= 0.8, <= 0.10",,[],CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,5.9,CWE-20,Improper Input Validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,GHSA-r8vh-cm9f-rc29,CVE-2017-7391,https://api.github.com/advisories/GHSA-r8vh-cm9f-rc29,https://github.com/advisories/GHSA-r8vh-cm9f-rc29,Magmi XSS Vulnerability,,reviewed,medium,,,GHSA-r8vh-cm9f-rc29,GHSA,CVE-2017-7391,CVE,,2022-05-17T02:51:51Z,2023-09-14T14:29:28Z,2023-07-27T22:32:19Z,2017-04-01T02:59:00Z,,composer,dweeves/magmi,<= 0.7.22,0.7.24,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,GHSA-xv5f-2997-qhrq,CVE-2017-8052,https://api.github.com/advisories/GHSA-xv5f-2997-qhrq,https://github.com/advisories/GHSA-xv5f-2997-qhrq,Craft CMS XSS Vulnerability,,reviewed,medium,,,GHSA-xv5f-2997-qhrq,GHSA,CVE-2017-8052,CVE,,2022-05-17T02:48:13Z,2023-09-21T19:17:23Z,2023-07-27T22:27:30Z,2017-04-22T01:59:00Z,,composer,craftcms/cms,< 2.6.2974,2.6.2974,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,GHSA-4xh9-5vh8-3p58,CVE-2017-7271,https://api.github.com/advisories/GHSA-4xh9-5vh8-3p58,https://github.com/advisories/GHSA-4xh9-5vh8-3p58,Yii Framework Reflected XSS,,reviewed,medium,,,GHSA-4xh9-5vh8-3p58,GHSA,CVE-2017-7271,CVE,,2022-05-17T02:46:54Z,2023-07-27T21:12:39Z,2023-07-27T21:12:39Z,2017-03-27T17:59:00Z,,composer,yiisoft/yii2,< 2.0.11,2.0.11,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,GHSA-9mcw-mwxv-grwj,CVE-2017-8384,https://api.github.com/advisories/GHSA-9mcw-mwxv-grwj,https://github.com/advisories/GHSA-9mcw-mwxv-grwj,Craft CMS XSS Vulnerability,,reviewed,medium,,,GHSA-9mcw-mwxv-grwj,GHSA,CVE-2017-8384,CVE,,2022-05-17T02:46:10Z,2023-07-27T21:14:24Z,2023-07-27T21:14:22Z,2017-05-01T06:59:00Z,,composer,craftcms/cms,< 2.6.2976,2.6.2976,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,GHSA-98vc-98q7-57qf,CVE-2017-7888,https://api.github.com/advisories/GHSA-98vc-98q7-57qf,https://github.com/advisories/GHSA-98vc-98q7-57qf,Dolibarr ERP and CRM Insecure Encryption,,reviewed,critical,,,GHSA-98vc-98q7-57qf,GHSA,CVE-2017-7888,CVE,,2022-05-17T02:45:41Z,2023-07-31T22:07:52Z,2023-07-31T22:07:51Z,2017-05-10T14:29:00Z,,composer,dolibarr/dolibarr,<= 4.0.4,,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-326,Inadequate Encryption Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,GHSA-x2fq-gq6c-hp44,CVE-2017-7887,https://api.github.com/advisories/GHSA-x2fq-gq6c-hp44,https://github.com/advisories/GHSA-x2fq-gq6c-hp44,Dolibarr ERP and CRM contain XSS Vulnerability,,reviewed,medium,,,GHSA-x2fq-gq6c-hp44,GHSA,CVE-2017-7887,CVE,,2022-05-17T02:45:41Z,2023-07-27T21:10:48Z,2023-07-27T21:10:47Z,2017-05-10T14:29:00Z,,composer,dolibarr/dolibarr,<= 4.0.4,,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,GHSA-fg52-rc36-jp43,CVE-2016-4878,https://api.github.com/advisories/GHSA-fg52-rc36-jp43,https://github.com/advisories/GHSA-fg52-rc36-jp43,baserCMS Cross Site Request Forgery vulnerability,,reviewed,high,,https://github.com/baserproject/basercms,GHSA-fg52-rc36-jp43,GHSA,CVE-2016-4878,CVE,,2022-05-17T02:45:13Z,2023-07-07T21:02:52Z,2023-07-07T21:02:50Z,2017-05-12T18:29:00Z,,composer,baserproject/basercms,<= 3.0.10,3.0.11,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,GHSA-46vm-rwrf-jrxm,CVE-2016-4881,https://api.github.com/advisories/GHSA-46vm-rwrf-jrxm,https://github.com/advisories/GHSA-46vm-rwrf-jrxm,CSRF in baserCMS 3.0.10 and earlier,,reviewed,high,,,GHSA-46vm-rwrf-jrxm,GHSA,CVE-2016-4881,CVE,,2022-05-17T02:45:13Z,2023-07-07T18:33:11Z,2023-07-07T18:33:09Z,2017-05-12T18:29:00Z,,composer,baserproject/basercms,<= 3.0.10,3.0.11,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,GHSA-mxfv-c8p8-qw5h,CVE-2016-4880,https://api.github.com/advisories/GHSA-mxfv-c8p8-qw5h,https://github.com/advisories/GHSA-mxfv-c8p8-qw5h,baserCMS Cross-site Scripting vulnerability,,reviewed,medium,,https://github.com/baserproject/basercms,GHSA-mxfv-c8p8-qw5h,GHSA,CVE-2016-4880,CVE,,2022-05-17T02:45:09Z,2023-07-07T21:01:59Z,2023-07-07T21:01:59Z,2017-05-12T18:29:00Z,,composer,baserproject/basercms,<= 3.0.10,3.0.11,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,GHSA-c4v8-2hg8-jv77,CVE-2017-8382,https://api.github.com/advisories/GHSA-c4v8-2hg8-jv77,https://github.com/advisories/GHSA-c4v8-2hg8-jv77,admidio CSRF Vulnerability,,reviewed,medium,,https://github.com/Admidio/admidio,GHSA-c4v8-2hg8-jv77,GHSA,CVE-2017-8382,CVE,,2022-05-17T02:42:45Z,2023-07-27T20:45:47Z,2023-07-27T20:45:46Z,2017-05-16T10:29:00Z,,composer,admidio/admidio,<= 3.2.8,,[],CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:N/A:H,4.5,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,GHSA-v3m8-7h3p-6j5m,CVE-2017-9435,https://api.github.com/advisories/GHSA-v3m8-7h3p-6j5m,https://github.com/advisories/GHSA-v3m8-7h3p-6j5m,Dolibarr ERP and CRM SQLi,,reviewed,critical,,,GHSA-v3m8-7h3p-6j5m,GHSA,CVE-2017-9435,CVE,,2022-05-17T02:42:21Z,2023-07-27T21:08:16Z,2023-07-27T21:08:15Z,2017-06-05T14:29:00Z,,composer,dolibarr/dolibarr,< 5.0.3,5.0.3,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,GHSA-gwwq-54qp-9pgp,CVE-2015-1786,https://api.github.com/advisories/GHSA-gwwq-54qp-9pgp,https://github.com/advisories/GHSA-gwwq-54qp-9pgp,Zend Framework CSRF Vulnerability,,reviewed,high,,,GHSA-gwwq-54qp-9pgp,GHSA,CVE-2015-1786,CVE,,2022-05-17T02:41:23Z,2023-08-03T21:59:54Z,2023-08-03T21:59:53Z,2017-06-08T21:29:00Z,,composer,zendframework/zendframework,">= 2.3.0, < 2.3.6",2.3.6,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-352,Cross-Site Request Forgery (CSRF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,GHSA-cwgm-qw8v-hrrg,CVE-2017-9840,https://api.github.com/advisories/GHSA-cwgm-qw8v-hrrg,https://github.com/advisories/GHSA-cwgm-qw8v-hrrg,Dolibarr ERP and CRM Unsafe File Upload Vulnerability,,reviewed,high,,,GHSA-cwgm-qw8v-hrrg,GHSA,CVE-2017-9840,CVE,,2022-05-17T02:39:25Z,2023-07-27T21:06:35Z,2023-07-27T21:06:34Z,2017-06-25T12:29:00Z,,composer,dolibarr/dolibarr,<= 5.0.3,,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,CWE-434,Unrestricted Upload of File with Dangerous Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,GHSA-gcvp-cwgw-wx8j,CVE-2016-5704,https://api.github.com/advisories/GHSA-gcvp-cwgw-wx8j,https://github.com/advisories/GHSA-gcvp-cwgw-wx8j,phpMyAdmin XSS Vulnerability,,reviewed,medium,,,GHSA-gcvp-cwgw-wx8j,GHSA,CVE-2016-5704,CVE,,2022-05-17T02:37:29Z,2023-07-31T19:51:29Z,2023-07-31T19:51:27Z,2016-07-03T01:59:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.6, < 4.6.3",4.6.3,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,GHSA-3q28-xfw3-2q35,CVE-2016-5732,https://api.github.com/advisories/GHSA-3q28-xfw3-2q35,https://github.com/advisories/GHSA-3q28-xfw3-2q35,phpMyAdmin XSS Vulnerability,,reviewed,medium,,,GHSA-3q28-xfw3-2q35,GHSA,CVE-2016-5732,CVE,,2022-05-17T02:37:29Z,2023-07-31T21:56:26Z,2023-07-31T21:56:25Z,2016-07-03T01:59:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.6, < 4.6.3",4.6.3,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,GHSA-xqw9-ffx7-g998,CVE-2016-5702,https://api.github.com/advisories/GHSA-xqw9-ffx7-g998,https://github.com/advisories/GHSA-xqw9-ffx7-g998,phpMyAdmin cookie-attribute injection,,reviewed,low,,,GHSA-xqw9-ffx7-g998,GHSA,CVE-2016-5702,CVE,,2022-05-17T02:37:29Z,2023-07-31T19:55:44Z,2023-07-31T19:55:43Z,2016-07-03T01:59:00Z,,composer,phpmyadmin/phpmyadmin,">= 4.6, < 4.6.3",4.6.3,[],CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,3.7,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
